Species	Status	min_age	max_age
Theropoda	extinct	145	157.3
Theropoda	extinct	157.3	163.5
Therangospodus	extinct	157.3	163.5
Therangospodus	extinct	157.3	164.7
Grallator_(Eubrontes)	extinct	228	237
Theropoda	extinct	228	237
Lufengosaurus_huenei	extinct	190.8	199.3
Seitaad_ruessi	extinct	174.1	190.8
Neotetanurae	extinct	109	122.46
Pygoscelis_grandis	extinct	3.6	5.333
Xixianykus_zhangi	extinct	83.6	89.3
Abelisauridae	extinct	66	72.1
Unenlagiinae	extinct	66	72.1
Ornithomimipus_jaillardi	extinct	66	83.5
Hadrosaurichnus_titicacaensis	extinct	66	83.5
Ornithopoda	extinct	66	83.5
Hypsilophodontidae	extinct	99.6	105.3
Sulidae	extinct	11.608	15.97
Ornithopoda	extinct	109	122.46
Koreanaornis_hamanensis	extinct	93.9	113
Bonapartenykus_ultimus	extinct	66	83.5
Ornithopoda	extinct	66	83.5
Dinosauria	extinct	66	83.5
Velociraptorinae	extinct	139.8	145
Velociraptorinae	extinct	139.8	145
Maniraptora	extinct	139.8	145
Maniraptora	extinct	139.8	145
Ruyangosaurus_giganteus	extinct	89.8	100.5
Rahiolisaurus_gujaratensis	extinct	66	72.1
Titanosauridae	extinct	66	72.1
Carnosauria	extinct	100.5	113
Dinosauria	extinct	100.5	113
Progura	extinct	0.0117	2.588
Hirundo	extinct	0.0117	2.588
Turnix_varia	extinct	0.0117	2.588
Cygnus	extinct	0.0117	2.588
Faveoloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Titanosauridae	extinct	66	72.1
Dromaeosauridae	extinct	125.45	130
Heterodontosauridae	extinct	125.45	130
Eusauropoda	extinct	125.45	130
Eusauropoda	extinct	125.45	130
Valdosaurus	extinct	140.2	145
Eusauropoda	extinct	125.45	130
Baryonychinae	extinct	125.45	130
Allosauroidea	extinct	125.45	130
Dromaeosaurinae	extinct	125.45	130
Coelurosauria	extinct	125.45	130
Titanosauria	extinct	125.45	130
Eusauropoda	extinct	125.45	130
Sauropoda	extinct	140.2	145
Sauropoda	extinct	140.2	145
Sauropoda	extinct	140.2	145
Camarasauridae	extinct	125	145
Longicrusavis_houi	extinct	125	129.4
Kuiornis_indicator	extinct	15.9	19
Ankylosauridae	extinct	109	122.46
Theropoda	extinct	125	129.4
Polacanthidae	extinct	125	129.4
Faveoloolithidae	extinct	66	83.5
Megaloolithidae	extinct	66	83.5
Elongatoolithidae	extinct	66	83.5
Coelurosauria	extinct	66	83.5
Iguanodontidae	extinct	66	83.5
Diomedea_milleri	extinct	13.82	15.97
Puffinus_priscus	extinct	13.82	15.97
Puffinus	extinct	13.82	15.97
Sulidae	extinct	13.82	15.97
Mergini	extinct	13.82	15.97
Panalcidae	extinct	13.82	15.97
Megaloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Megaloolithidae	extinct	66	83.5
Megaloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Megaloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Megaloolithidae	extinct	66	83.5
Saltasauridae	extinct	66	83.5
Dromaeosauridae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Saltasauridae	extinct	66	83.5
Dromaeosauridae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Megaloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Megaloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Megaloolithidae	extinct	66	83.5
Megaloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Megaloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Megaloolithidae	extinct	66	83.5
Faveoloolithidae	extinct	66	83.5
Megaloolithidae	extinct	66	83.5
Hadrosauridae	extinct	66	83.5
Hadrosauridae	extinct	66	83.5
Hadrosauridae	extinct	66	83.5
Gansugyps_linxiaensis	extinct	4.9	7.75
Shenqiornis_mengi	extinct	125	163.5
Pengornis_houi	extinct	113	125
Orkoraptor_burkei	extinct	66	70.6
Austrocheirus_isasii	extinct	66	70.6
Sauropoda	extinct	66	70.6
Sauropoda	extinct	66	83.5
Theropoda	extinct	66	83.5
Velociraptorinae	extinct	125.45	130
Dinosauria	extinct	129.4	132.9
Ajkaceratops_kozmai	extinct	83.6	86.3
Boreonykus_certekorum	extinct	70.6	83.5
Boreonykus_certekorum	extinct	70.6	83.5
Troodon	extinct	70.6	83.5
Albertosaurinae	extinct	70.6	83.5
Pachyrhinosaurus	extinct	66	70.6
Theropoda	extinct	174.1	228
Theropoda	extinct	174.1	228
Sauropoda	extinct	174.1	228
Theropoda	extinct	174.1	228
Dinosauria	extinct	61.6	72.1
Nanhsiungoolithus_chuetienensis	extinct	66	72.1
Shixingoolithus_erbeni	extinct	66	72.1
Nanhsiungoolithus_chuetienensis	extinct	66	72.1
Shixingoolithus_erbeni	extinct	66	72.1
Nanhsiungoolithus_chuetienensis	extinct	66	72.1
Shixingoolithus_erbeni	extinct	66	72.1
Nanhsiungoolithus_chuetienensis	extinct	66	72.1
Shixingoolithus_erbeni	extinct	66	72.1
Ankylosauria	extinct	136.4	140.2
Barilium	extinct	132.9	139.8
Saurolophinae	extinct	72.1	83.6
Theropoda	extinct	242	247.2
Caririchnium_leonardii	extinct	93.5	105.3
Ignotornis_mcconnelli	extinct	93.5	105.3
Ornithopoda	extinct	93.5	105.3
Ignotornis_mcconnelli	extinct	93.5	105.3
Ornithopoda	extinct	93.5	105.3
Pachyrhinosaurus	extinct	66	70.6
Pachyrhinosaurus	extinct	70.6	83.5
Lirainosaurus_astibiae	extinct	66	83.5
Lirainosaurus_astibiae	extinct	66	83.5
Lirainosaurus_astibiae	extinct	66	83.5
Iguanodontia	extinct	100.5	113
Scelidosaurus	extinct	190.8	199.3
Sauropoda	extinct	150.8	155.7
Sauropoda	extinct	150.8	155.7
Sauropodomorpha	extinct	201.3	228
Abelisauridae	extinct	83.6	86.3
Pneumatoraptor_fodori	extinct	83.6	86.3
Theropoda	extinct	83.6	86.3
Theropoda	extinct	129.4	132.9
Theropoda	extinct	129.4	132.9
Theropoda	extinct	129.4	132.9
Theropoda	extinct	129.4	132.9
Dinosauria	extinct	129.4	132.9
Gryposaurus_notabilis	extinct	70.6	83.5
Pachycephalosauridae	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Pachycephalosauridae	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Pachycephalosauridae	extinct	70.6	83.5
Hadrosauridae	extinct	66	70.6
Titanosauria	extinct	145	152.1
Amphicoelias	extinct	145	152.1
Sauropoda	extinct	100.5	145
Iguanodon	extinct	136.4	140.2
Polacanthus	extinct	136.4	140.2
Hylaeosaurus	extinct	136.4	140.2
Baryonyx	extinct	136.4	140.2
Allosauroidea	extinct	136.4	140.2
Carnosauria	extinct	136.4	140.2
Theropoda	extinct	136.4	140.2
Iguanodontia	extinct	136.4	140.2
Polacanthus	extinct	136.4	140.2
Velociraptorinae	extinct	136.4	140.2
Sapeornis_chaoyangensis	extinct	113	125
Zalmoxes_robustus	extinct	66	83.5
Magyarosaurus_dacus	extinct	66	83.5
Struthiosaurus_transylvanicus	extinct	66	83.5
Rhabdodon_priscus	extinct	66	83.5
Rhabdodon_suessii	extinct	66	83.5
Zalmoxes_robustus	extinct	66	70.6
Telmatosaurus	extinct	66	72.1
Zalmoxes_shqiperorum	extinct	66	72.1
Titanosauria	extinct	66	72.1
Theropoda	extinct	93.9	125
Ceratosauria	extinct	228	237
Aves	extinct	0.0117	2.588
Aves	extinct	0.0117	2.588
Aves	extinct	0.0117	2.588
Dictyoolithus_hongpoensis	extinct	66	100.5
Bistahieversor_sealeyi	extinct	70.6	83.5
Bistahieversor_sealeyi	extinct	70.6	83.5
Sinoceratops_zhuchengensis	extinct	72.1	83.6
Huaxiaosaurus_aigahtens	extinct	72.1	83.6
Sauropoda	extinct	125	129.4
Hypsilophodontidae	extinct	125	129.4
Theropoda	extinct	125	129.4
Sauropoda	extinct	145	157.3
Titanosauridae	extinct	66	72.1
Brachiosaurus	extinct	145	157.3
Ornithothoraces	extinct	66	83.6
Neuquenornis_volans	extinct	83.6	86.3
Cerapoda	extinct	99.6	109
Theropoda	extinct	99.6	109
Ceratopsia	extinct	99.6	109
Ceratopsia	extinct	99.6	109
Neoceratopsia	extinct	99.6	109
Ankylosauria	extinct	99.6	109
Theropoda	extinct	99.6	109
Brachiosauridae	extinct	145	157.3
Yezosaurus_mikasaensis	extinct	83.5	85.8
Titanosauriformes	extinct	93.9	125
Incisivosaurus	extinct	100.5	125
Dromaeosauridae	extinct	100.5	125
Iguanodontoidea	extinct	100.5	125
Neoceratopsia	extinct	100.5	125
Incisivosaurus	extinct	100.5	125
Dromaeosauridae	extinct	100.5	125
Incisivosaurus	extinct	100.5	125
Dromaeosauridae	extinct	100.5	125
Ankylosauridae	extinct	100.5	125
Nodosauridae	extinct	100.5	125
Nodosauridae	extinct	100.5	125
Dromaeosauridae	extinct	100.5	125
Dromaeosauridae	extinct	100.5	125
Archaeovolans_repatriatus	extinct	113	125
Scansoriopteryx_heilmanni	extinct	125	129.4
Omnivoropteryx_sinousaorum	extinct	113	125
Microraptor	extinct	113	125
Barapasaurus_tagorei	extinct	182.7	199.3
Sauropoda	extinct	152.1	157.3
Theropoda	extinct	152.1	157.3
Sauropoda	extinct	145	152.1
Tornieria_africana	extinct	150.8	155.7
Giraffatitan_brancai	extinct	145	155.7
Giraffatitan_brancai	extinct	157.3	163.5
Giraffatitan_brancai	extinct	145	152.1
Giraffatitan_brancai	extinct	145	155.7
Giraffatitan_brancai	extinct	145	152.1
Giraffatitan_brancai	extinct	145	152.1
Giraffatitan_brancai	extinct	145	152.1
Giraffatitan_brancai	extinct	145	152.1
Diplodocidae	extinct	145	152.1
Diplodocidae	extinct	145	152.1
Sauropoda	extinct	145	152.1
Sauropoda	extinct	145	152.1
Sauropoda	extinct	145	152.1
Sauropoda	extinct	145	152.1
Sauropoda	extinct	145	152.1
Sauropoda	extinct	145	152.1
Sauropoda	extinct	145	152.1
Sauropoda	extinct	145	152.1
Sauropoda	extinct	145	152.1
Sauropoda	extinct	145	152.1
Sauropoda	extinct	145	152.1
Sauropoda	extinct	145	152.1
Sauropoda	extinct	145	152.1
Eusauropoda	extinct	145	152.1
Theropoda	extinct	125	139.8
Dinosauria	extinct	66	72.1
Elongatoolithus_elongatus	extinct	66	100.5
Jaxartosaurus	extinct	66	100.5
Tyrannosauridae	extinct	66	100.5
Dinosauria	extinct	66	100.5
Hadrosauridae	extinct	66	100.5
Tyrannosauridae	extinct	66	100.5
Gilmoreosaurus_mongoliensis	extinct	70.6	83.5
Puffinus	extinct	2.588	3.6
Yixianosaurus_longimanus	extinct	122.46	130
Proornis_coreae	extinct	100.5	145
Titanosauriformes	extinct	89.8	99.6
Troodon	extinct	70.6	83.5
Troodon_formosus	extinct	70.6	83.5
Titanosauria	extinct	72.1	83.6
Somphospondyli	extinct	66	72.1
Sapeornis_chaoyangensis	extinct	113	125
Bauxitornis_mindszentyae	extinct	83.6	86.3
Aves	extinct	83.6	86.3
Menglongipus_sinensis	extinct	132.9	150.8
Psittacosaurus_gobiensis	extinct	113	125
Archaeoceratops_yujingziensis	extinct	100.5	125
Leptoceratopsidae	extinct	66	70.6
Prenoceratops	extinct	70.6	83.5
Ceratopsidae	extinct	70.6	83.5
Centrosaurinae	extinct	70.6	83.5
Coahuilaceratops_magnacuerna	extinct	70.6	83.5
Pachyrhinosaurinae	extinct	70.6	83.5
Ojoceratops_fowleri	extinct	66	70.6
Ojoceratops_fowleri	extinct	66	70.6
Medusaceratops_lokii	extinct	70.6	83.5
Chasmosaurinae	extinct	66	70.6
Tatankaceratops_sacrisonorum	extinct	66	70.6
Troodon_formosus	extinct	66	70.6
Chasmosaurinae	extinct	70.6	83.5
Chasmosaurinae	extinct	70.6	83.5
Chasmosaurinae	extinct	70.6	83.5
Nasutoceratops_titusi	extinct	70.6	83.5
Chasmosaurinae	extinct	70.6	83.5
Ceratopsia	extinct	70.6	83.5
Chasmosaurinae	extinct	70.6	83.5
Chasmosaurinae	extinct	70.6	83.5
Chasmosaurinae	extinct	70.6	83.5
Ceratopsia	extinct	70.6	83.5
Chasmosaurinae	extinct	70.6	83.5
Balaur_bondoc	extinct	66	70.6
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosaurus	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	201.3	208.5
Plateosauridae	extinct	208.5	228
Plateosauridae	extinct	208.5	228
Concavenator_corcovatus	extinct	125.45	130
Zalmoxes_shqiperorum	extinct	66	72.1
Zalmoxes_shqiperorum	extinct	66	70.6
Fukuiraptor_kitadaniensis	extinct	125.45	136.4
Ornithomimidae	extinct	125.45	136.4
Spinosauridae	extinct	125.45	136.4
Sauropoda	extinct	152.1	163.5
Baryonychinae	extinct	83.5	85.8
Paraspheroolithus	extinct	83.5	85.8
Ovaloolithus_turpanensis	extinct	66	83.6
Banji_long	extinct	66	72.1
Elopteryx_nopcsai	extinct	66	72.1
Zalmoxes	extinct	66	72.1
Ankylosauria	extinct	125	129.4
Cedarpelta_bilbeyhallorum	extinct	109	122.46
Ankylosauria	extinct	109	122.46
Titanosauriformes	extinct	100.5	125
Eolambia_caroljonesa	extinct	93.5	105.3
Polacanthinae	extinct	125	129.4
Ankylosauria	extinct	125	129.4
Iguanodontidae	extinct	125	129.4
Carnosauria	extinct	125	129.4
Ankylosauria	extinct	125	129.4
Iguanodontidae	extinct	125	129.4
Velociraptorinae	extinct	125	129.4
Sauropoda	extinct	152.1	157.3
Theropoda	extinct	152.1	157.3
Falcarius	extinct	125	129.4
Polacanthinae	extinct	125	129.4
Theropoda	extinct	125	129.4
Sauropoda	extinct	125.45	130
Iguanacolossus_fortis	extinct	125.45	130
Iguanodontidae	extinct	125.45	130
Dinosauria	extinct	93.5	105.3
Dinosauria	extinct	89.8	93.9
Theropoda	extinct	100.5	113
Yandangornis_longicaudus	extinct	70.6	83.5
Juncitarsus_gracillimus	extinct	37.2	48.6
Aves	extinct	37.2	48.6
Bressanichnus_patagonicus	extinct	93.5	99.6
Limayichnus_major	extinct	93.5	99.6
Defarrariischnium_mapuchensis	extinct	93.5	99.6
Bonaparteichnium_tali	extinct	93.5	99.6
Abelichnus_astigarrae	extinct	93.5	99.6
Sousaichnium_monettae	extinct	93.5	99.6
Limayichnus_major	extinct	93.5	99.6
Bressanichnus_patagonicus	extinct	93.5	99.6
Defarrariischnium_mapuchensis	extinct	93.5	99.6
Picunichnus_benedettoi	extinct	93.5	99.6
Spinosaurus	extinct	72.1	83.6
Carcharodontosaurus	extinct	72.1	83.6
Spinosaurus	extinct	72.1	83.6
Aves	extinct	113	130
Ornithomimosauria	extinct	113	130
Richardoestesia	extinct	113	130
Dromaeosauridae	extinct	113	130
Ornithopoda	extinct	113	130
Tetanurae	extinct	113	125
Faveoloolithus_ningxiaensis	extinct	66	145
Parafaveoloolithus_microporus	extinct	99.6	105.3
Parafaveoloolithus_macroporus	extinct	99.6	105.3
Parafaveoloolithus_tiansicunensis	extinct	89.8	93.9
Yunnanosaurus_youngi	extinct	163.5	174.1
Tonganosaurus_hei	extinct	174.1	201.3
Microraptor	extinct	113	125
Jeholornis	extinct	113	125
Confuciusornis	extinct	113	125
Dapingfangornis	extinct	113	125
Theropoda	extinct	129.4	132.9
Kol_ghuva	extinct	66	83.6
Paraelongatoolithus_reticulatus	extinct	89.8	100.5
Dinosauria	extinct	129.4	132.9
Dinosauria	extinct	129.4	132.9
Ornithomimidae	extinct	70.6	83.5
Caenagnathus	extinct	70.6	83.5
Ornithomimidae	extinct	70.6	83.5
Sauropoda	extinct	100.5	125
Sauropoda	extinct	113	125
Venenosaurus	extinct	125	129.4
Sauropoda	extinct	125	129.4
Macronaria	extinct	125	129.4
Pelagornis_miocaenus	extinct	11.62	13.82
Dinosauria	extinct	100.5	113
Inkayacu_paracasensis	extinct	33.9	38
Uhangrichnus_chuni	extinct	100.5	125
Koreanaornis_hamanensis	extinct	100.5	125
Theropoda	extinct	100.5	125
Sauropoda	extinct	166.1	168.3
Lithostrotia	extinct	93.5	99.6
Confuciusornis_jianchangensis	extinct	113	125
Eubrontes_sillimani	extinct	208.5	228
Otozoum_minus	extinct	208.5	228
Grallator_tenuis	extinct	208.5	228
Sarahsaurus_aurifontanalis	extinct	182.7	199.3
Koreanosaurus_boseongensis	extinct	72.1	86.3
Koreanosaurus_boseongensis	extinct	72.1	86.3
Panamericansaurus_schroederi	extinct	66	83.5
Aves	extinct	66	70.6
Hadrosauridae	extinct	66	70.6
Sanjuansaurus_gordilloi	extinct	228	237
Concornis_lacustris	extinct	125.45	130
Tyrannosauridae	extinct	70.6	83.5
Nodosauridae	extinct	70.6	83.5
Kritosaurus	extinct	70.6	83.5
Titanosauridae	extinct	66	70.6
Petralca_austriaca	extinct	20.44	23.03
Hadrosauridae	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Zhuchengceratops_inexpectus	extinct	72.1	83.6
Phuwiangosaurus	extinct	113	129.4
Sauropoda	extinct	113	129.4
Dromaeosauridae	extinct	113	129.4
Iguanodontidae	extinct	113	129.4
Hadrosauridae	extinct	113	129.4
Ornithomimidae	extinct	113	129.4
Tyrannosauridae	extinct	113	129.4
Spondylosoma_absconditum	extinct	237	242
Dinosauria	extinct	208.5	237
Spondylosoma_absconditum	extinct	237	242
Triceratops_horridus	extinct	66	72.1
Hadrosauridae	extinct	66	72.1
Pelagornis_chilensis	extinct	5.333	11.62
Plotopterum	extinct	15.97	20.44
Spheniscidae	extinct	33.9	37.2
Spheniscidae	extinct	33.9	48.6
Palaeeudyptes	extinct	33.9	48.6
Ardeidae	extinct	33.9	48.6
Spheniscidae	extinct	33.9	56
Avialae	extinct	66	72.1
Ornithurae	extinct	66	72.1
Ornithothoraces	extinct	66	72.1
Vorona_berivotrensis	extinct	66	72.1
Rahonavis_ostromi	extinct	66	72.1
Enantiornithes	extinct	66	72.1
Enantiornithes	extinct	66	72.1
Avialae	extinct	66	72.1
Ornithurae	extinct	66	72.1
Avialae	extinct	66	72.1
Ornithothoraces	extinct	66	72.1
Vorona_berivotrensis	extinct	66	72.1
Enantiornithes	extinct	66	72.1
Vorona_berivotrensis	extinct	66	72.1
Vorona_berivotrensis	extinct	66	72.1
Enantiornithes	extinct	66	72.1
Ornithothoraces	extinct	66	72.1
Ignavusaurus_rachelis	extinct	199.3	201.3
Bathornis_veredus	extinct	33.9	37.2
Bathornis_veredus	extinct	33.9	37.2
Phasmagyps_patritus	extinct	33.9	37.2
Palaeogyps_prodromus	extinct	33.9	37.2
Palaeocrex_fax	extinct	33.9	37.2
Bathornis_veredus	extinct	33.9	37.2
Guaibasaurus	extinct	208.5	228
Aves	extinct	33.9	37.2
Aves	extinct	93.5	130
Hypsilophodon	extinct	139.8	145
Passeriformes	extinct	33.9	37.2
Aves	extinct	112.03	122.46
Dinosauria	extinct	100.5	125
Ouranosaurus	extinct	100.5	125
Bathornis	extinct	33.3	33.9
Prosauropoda	extinct	208.5	228
Theropoda	extinct	66	89.8
Sauropoda	extinct	145	163.5
Dinosauria	extinct	145	163.5
Spheniscus	extinct	5.333	15.97
Spheniscus_urbinai	extinct	11.608	15.97
Spheniscus_megaramphus	extinct	11.608	15.97
Pelagornis	extinct	11.608	15.97
Pelagornis	extinct	11.608	15.97
Pelagornis	extinct	5.333	7.246
Pelagornis	extinct	7.246	11.62
Pelagornis	extinct	11.608	15.97
Pelagornithidae	extinct	5.333	7.246
Pelagornithidae	extinct	11.62	13.82
Thalassarche	extinct	11.608	15.97
Spheniscus	extinct	2.588	5.333
Spheniscus_chilensis	extinct	2.588	3.6
Phalacrocorax	extinct	2.588	3.6
Milvago	extinct	2.588	3.6
Spheniscus	extinct	2.588	23.03
Diomedeidae	extinct	2.588	23.03
Spheniscidae	extinct	33.9	38
Sphenisciformes	extinct	47.8	56
Sphenisciformes	extinct	33.9	38
Iguanodontia	extinct	66	83.6
Spheniscidae	extinct	5.333	23.03
Ravatosauropus_rozhdestvenkyi	extinct	145	174.1
Theropoda	extinct	72.1	83.6
Theropoda	extinct	72.1	83.6
Avimimus	extinct	66	83.5
Ornithopoda	extinct	83.6	100.5
Dinosauria	extinct	83.6	100.5
Ankylosauridae	extinct	66	83.5
Dinosauria	extinct	72.1	83.6
Dinosauria	extinct	66	83.5
Ankylosauridae	extinct	66	83.5
Tarbosaurus	extinct	66	83.5
Hadrosauridae	extinct	66	83.5
Sauropoda	extinct	66	83.5
Theropoda	extinct	66	83.5
Ornithopoda	extinct	66	83.5
Sauropoda	extinct	66	83.5
Dinosauria	extinct	66	83.5
Tarbosaurus	extinct	66	83.5
Saurolophus	extinct	66	83.5
Ankylosauridae	extinct	66	83.5
Dinosauria	extinct	66	83.5
Ankylosauridae	extinct	66	100.5
Dinosauria	extinct	66	100.5
Dinosauria	extinct	66	100.5
Dinosauria	extinct	66	100.5
Saurolophus	extinct	66	100.5
Ankylosauridae	extinct	66	100.5
Dinosauria	extinct	66	100.5
Dinosauria	extinct	66	100.5
Theropoda	extinct	66	83.5
Ankylosauridae	extinct	66	83.5
Dinosauria	extinct	66	83.5
Dinosauria	extinct	70.6	83.5
Ornithopoda	extinct	72.1	83.6
Ankylosauridae	extinct	72.1	83.6
Dinosauria	extinct	72.1	83.6
Dinosauria	extinct	66	100.5
Dinosauria	extinct	72.1	83.6
Palaeeudyptes_gunnari	extinct	33.9	38
Spheniscus_megaramphus	extinct	5.333	7.246
Pygoscelis_calderensis	extinct	11.608	15.97
Palaeospheniscus	extinct	2.588	23.03
Spheniscidae	extinct	2.588	23.03
Nucleornis_insolitus	extinct	3.6	5.333
Dege_hendeyi	extinct	3.6	5.333
Palaeospheniscus_huxleyorum	extinct	3.6	5.333
Inguza_predemersus	extinct	3.6	5.333
Oceanites	extinct	3.6	5.333
Fulmarinae	extinct	3.6	5.333
Pachyptila_salax	extinct	3.6	5.333
Pachyptila	extinct	3.6	5.333
Procellaria	extinct	3.6	5.333
Calonectris	extinct	3.6	5.333
Puffinus	extinct	3.6	5.333
Sula	extinct	3.6	5.333
Phalacrocorax	extinct	3.6	5.333
Phalacrocorax	extinct	3.6	5.333
Francolinus	extinct	3.6	5.333
Palaeospheniscus	extinct	13.82	28.4
Spheniscidae	extinct	33.9	38
Delphinornis	extinct	33.9	38
Delphinornis	extinct	33.9	38
Delphinornis	extinct	33.9	38
Spheniscidae	extinct	47.8	56
Spheniscidae	extinct	33.9	38
Spheniscidae	extinct	33.9	38
Archaeospheniscus_wimani	extinct	47.8	56
Archaeospheniscus_wimani	extinct	33.9	38
Anthropornis_nordenskjoeldi	extinct	33.9	38
Anthropornis_grandis	extinct	33.9	38
Anthropornis_grandis	extinct	33.9	38
Palaeeudyptes	extinct	33.9	38
Palaeeudyptes	extinct	33.9	38
Palaeeudyptes_klekowskii	extinct	33.9	38
Palaeeudyptes_klekowskii	extinct	33.9	38
Palaeeudyptes_klekowskii	extinct	33.9	38
Palaeeudyptes_klekowskii	extinct	33.9	38
Palaeeudyptes_klekowskii	extinct	33.9	38
Palaeeudyptes_gunnari	extinct	33.9	38
Palaeeudyptes_gunnari	extinct	33.9	38
Palaeeudyptes_gunnari	extinct	33.9	38
Wimanornis_seymourensis	extinct	33.9	38
Ratitae	extinct	33.9	38
Charadriiformes	extinct	47.8	56
Procellariiformes	extinct	33.9	38
Procellariidae	extinct	47.8	56
Spheniscus_urbinai	extinct	5.333	7.246
Spheniscus_urbinai	extinct	5.333	7.246
Spheniscus_urbinai	extinct	7.246	11.62
Hemiphaga	extinct	3	5.333
Spheniscidae	extinct	3	5.333
Dinosauria	extinct	166.1	168.3
Dinosauria	extinct	166.1	168.3
Sauropoda	extinct	93.5	99.6
Theropoda	extinct	93.5	99.6
Theropoda	extinct	125.45	136.4
Ornithischia	extinct	125.45	136.4
Bolong_yixianensis	extinct	122.46	130
Xixiposaurus_suni	extinct	190.8	201.3
Megadyptes_waitaha	extinct	0	0.0117
Aves	extinct	66	70.6
Paronychodon	extinct	66	70.6
Paronychodon	extinct	66	70.6
Paronychodon	extinct	66	70.6
Paronychodon	extinct	66	70.6
Paronychodon	extinct	66	70.6
Paronychodon	extinct	66	70.6
Paronychodon	extinct	66	70.6
Troodon	extinct	66	70.6
Pectinodon	extinct	66	70.6
Theropoda	extinct	66	70.6
Cerasinops_hodgskissi	extinct	72.1	83.6
Triceratops_horridus	extinct	66	72.1
Gorgosaurus_libratus	extinct	70.6	83.5
Palaeeudyptes	extinct	33.9	38
Anthropornis_nordenskjoeldi	extinct	33.9	38
Palaeeudyptes_gunnari	extinct	33.9	38
Delphinornis_larseni	extinct	33.9	38
Delphinornis_arctowskii	extinct	33.9	38
Anthropornis	extinct	33.9	38
Marambiornis_exilis	extinct	33.9	38
Archaeospheniscus_wimani	extinct	33.9	38
Spheniscidae	extinct	33.9	38
Delphinornis_arctowskii	extinct	33.9	38
Marambiornis_exilis	extinct	33.9	38
Anthropornis_grandis	extinct	38	47.8
Anthropornis_grandis	extinct	47.8	56
Delphinornis_larseni	extinct	33.9	38
Delphinornis	extinct	33.9	38
Xixiasaurus_henanensis	extinct	72.1	89.8
Chuxiongosaurus_lufengensis	extinct	190.8	201.3
Theropoda	extinct	93.9	100.5
Ornithopoda	extinct	93.9	100.5
Sauropoda	extinct	93.9	100.5
Aletornis_nobilis	extinct	46.2	50.3
Aletornis_bellus	extinct	46.2	50.3
Aletornis_pernix	extinct	37.2	48.6
Aletornis_venustus	extinct	37.2	48.6
Aletornis_gracilis	extinct	37.2	48.6
Sauropoda	extinct	66	72.1
Hadrosauropodus_nanxiongensis	extinct	66	72.1
Hadrosauropodus	extinct	66	72.1
Sauropoda	extinct	139.8	145
Carnosauria	extinct	139.8	145
Ornithopoda	extinct	139.8	145
Theropoda	extinct	139.8	145
Theropoda	extinct	139.8	145
Ornithopoda	extinct	139.8	145
Theropoda	extinct	139.8	145
Theropoda	extinct	139.8	145
Carnosauria	extinct	139.8	145
Carnosauria	extinct	139.8	145
Grallator_(Eubrontes)	extinct	228	237
Ornithischia	extinct	228	237
Abelisauridae	extinct	66	83.5
Troodontidae	extinct	66	83.5
Troodontidae	extinct	66	83.5
Gavia	extinct	0.0117	0.126
Podiceps	extinct	0.0117	0.126
Puffinus_griseus	extinct	0.0117	0.126
Phalacrocorax	extinct	0.0117	0.126
Phalacrocorax_pelagicus	extinct	0.0117	0.126
Anser	extinct	0.0117	0.126
Anas	extinct	0.0117	0.126
Buteo_buteo	extinct	0.0117	0.126
Haliaeetus	extinct	0.0117	0.126
Larus	extinct	0.0117	0.126
Uria_aalge	extinct	0.0117	0.126
Synthliboramphus_antiquus	extinct	0.0117	0.126
Cerorhinca	extinct	0.0117	0.126
